"NUMERO_RUC","RAZON_SOCIAL","NOMBRE_COMERCIAL","ESTADO_CONTRIBUYENTE","CLASE_CONTRIBUYENTE","FECHA_INICIO_ACTIVIDADES","FECHA_ACTUALIZACION","FECHA_SUSPENSION_DEFINITIVA","FECHA_REINICIO_ACTIVIDADES","OBLIGADO","TIPO_CONTRIBUYENTE","NUMERO_ESTABLECIMIENTO","NOMBRE_FANTASIA_COMERCIAL","CALLE","NUMERO","INTERSECCION","ESTADO_ESTABLECIMIENTO","DESCRIPCION_PROVINCIA","DESCRIPCION_CANTON","DESCRIPCION_PARROQUIA","CODIGO_CIIU","ACTIVIDAD_ECONOMICA","DIRECCION"
1460003710001,"DIRECCION DISTRITAL 14D03 - LOGROÑO - SUCUA - SALUD","","ACTIVO","ESPECIAL","04/06/1992","09/09/2019","","","S","SOCIEDADES",2.0,"PUESTO DE SALUD KUMPAS","","S/N","","ABI","MORONA SANTIAGO","SUCUA","HUAMBI","Q861003","ACTIVIDADES A CORTO Y A LARGO PLAZO DE LOS HOSPITALES ESPECIALIZADOS, ES DECIR, ACTIVIDADES MÉDICAS, DE DIAGNÓSTICO Y DE TRATAMIENTO (HOSPITALES PARA ENFERMOS MENTALES, CENTROS DE REHABILITACIÓN, HOSPITALES PARA ENFERMEDADES INFECCIOSAS, DE MATERNIDAD, SANATORIOS ESPECIALIZADOS, ETCÉTERA)."," S/N , SUCUA, MORONA SANTIAGO"
1460001260001,"GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SAN JUAN BOSCO","","ACTIVO","ESPECIAL","30/06/1992","05/11/2019","","","S","SOCIEDADES",1.0,"","AV. 30 DE JUNIO","S/N","","ABI","MORONA SANTIAGO","SAN JUAN BOSCO","SAN JUAN BOSCO","O841107","OTRAS ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL.","AV. 30 DE JUNIO S/N , SAN JUAN BOSCO, MORONA SANTIAGO"
1460001260001,"GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SAN JUAN BOSCO","","ACTIVO","ESPECIAL","30/06/1992","05/11/2019","","","S","SOCIEDADES",2.0,"","AV. 30 DE JUNIO","S/N","","ABI","MORONA SANTIAGO","SAN JUAN BOSCO","SAN JUAN BOSCO","O841107","OTRAS ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL.","AV. 30 DE JUNIO S/N , SAN JUAN BOSCO, MORONA SANTIAGO"
1460001180001,"GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE HUAMBOYA","","ACTIVO","ESPECIAL","02/01/1992","10/01/2020","","","S","SOCIEDADES",1.0,"","16 DE OCTUBRE","S/N","3 FUNDADORES","ABI","MORONA SANTIAGO","HUAMBOYA","HUAMBOYA","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","16 DE OCTUBRE S/N 3 FUNDADORES, HUAMBOYA, MORONA SANTIAGO"
1460001690001,"GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE TAISHA","","ACTIVO","ESPECIAL","28/07/1996","24/06/2019","","","S","SOCIEDADES",1.0,"","AV. ETSA","S/N","ROBERTO TAISH","ABI","MORONA SANTIAGO","TAISHA","TAISHA","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","AV. ETSA S/N ROBERTO TAISH, TAISHA, MORONA SANTIAGO"
1460001690001,"GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE TAISHA","","ACTIVO","ESPECIAL","28/07/1996","24/06/2019","","","S","SOCIEDADES",3.0,"","TUNTIAK","S/N","28 DE JUNIO","ABI","MORONA SANTIAGO","TAISHA","TAISHA","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","TUNTIAK S/N 28 DE JUNIO, TAISHA, MORONA SANTIAGO"
1460001690001,"GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE TAISHA","","ACTIVO","ESPECIAL","28/07/1996","24/06/2019","","","S","SOCIEDADES",2.0,"","SHAKAIM","S/N","TUNTIAK","ABI","MORONA SANTIAGO","TAISHA","TAISHA","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","SHAKAIM S/N TUNTIAK, TAISHA, MORONA SANTIAGO"
1460004010001,"DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO SALUD","","ACTIVO","OTROS","01/03/1989","20/02/2020","","","S","SOCIEDADES",6.0,"BOMBOIZA","","S/N","","ABI","MORONA SANTIAGO","GUALAQUIZA","BOMBOIZA","Q862001","CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES."," S/N , GUALAQUIZA, MORONA SANTIAGO"
1460004010001,"DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO SALUD","","ACTIVO","OTROS","01/03/1989","20/02/2020","","","S","SOCIEDADES",4.0,"SANTIAGO DE PANANZA","","S/N","","ABI","MORONA SANTIAGO","SAN JUAN BOSCO","SANTIAGO DE PANANZA","Q862001","CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES."," S/N , SAN JUAN BOSCO, MORONA SANTIAGO"
1460004010001,"DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO SALUD","","ACTIVO","OTROS","01/03/1989","20/02/2020","","","S","SOCIEDADES",5.0,"CHIGÜINDA","","S/N","","ABI","MORONA SANTIAGO","GUALAQUIZA","CHIGÜINDA","Q862001","CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES."," S/N , GUALAQUIZA, MORONA SANTIAGO"
1460004010001,"DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO SALUD","","ACTIVO","OTROS","01/03/1989","20/02/2020","","","S","SOCIEDADES",3.0,"SAN JUAN BOSCO","","S/N","","ABI","MORONA SANTIAGO","SAN JUAN BOSCO","SAN JUAN BOSCO","Q862001","CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES."," S/N , SAN JUAN BOSCO, MORONA SANTIAGO"
1460004010001,"DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO SALUD","","ACTIVO","OTROS","01/03/1989","20/02/2020","","","S","SOCIEDADES",2.0,"","CUENCA","S/N","16 DE AGOSTO","ABI","MORONA SANTIAGO","GUALAQUIZA","GUALAQUIZA","Q862001","CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES.","CUENCA S/N 16 DE AGOSTO, GUALAQUIZA, MORONA SANTIAGO"
1460004010001,"DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO SALUD","","ACTIVO","OTROS","01/03/1989","20/02/2020","","","S","SOCIEDADES",1.0,"","24 DE MAYO","S/N","GONZALO PESÁNTEZ","ABI","MORONA SANTIAGO","GUALAQUIZA","GUALAQUIZA","Q862001","CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES.","24 DE MAYO S/N GONZALO PESÁNTEZ, GUALAQUIZA, MORONA SANTIAGO"
1460013780001,"CUERPO DE BOMBEROS DEL CANTON PALORA","","ACTIVO","OTROS","12/01/1988","20/09/2013","","","S","SOCIEDADES",1.0,"","6 DE SEPTIEMBRE","S/N","POLICIA NACIONAL","ABI","MORONA SANTIAGO","PALORA","PALORA (METZERA)","O842302","PREVENCIÓN Y EXTINCIÓN DE INCENDIOS: ADMINISTRACIÓN Y FUNCIONAMIENTO DE CUERPOS ORDINARIOS Y AUXILIARES DE BOMBEROS QUE DEPENDEN DE LAS AUTORIDADES PÚBLICAS QUE REALIZAN ACTIVIDADES DE PREVENCIÓN Y EXTINCIÓN DE INCENDIOS, RESCATE DE PERSONAS Y ANIMALES, ASISTENCIA EN DESASTRES CÍVICOS, INUNDACIONES, ACCIDENTES DE TRÁFICO, ETCÉTERA.","6 DE SEPTIEMBRE S/N POLICIA NACIONAL, PALORA, MORONA SANTIAGO"
1460017180001,"GAD PARROQUIAL DE SAN LUIS DEL ACHO","","ACTIVO","OTROS","27/10/2000","20/05/2019","","","S","SOCIEDADES",1.0,"","","","","ABI","MORONA SANTIAGO","SANTIAGO","SAN LUIS DE EL ACHO  (CAB. EN EL ACHO)","O841107","OTRAS ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL.","  , SANTIAGO, MORONA SANTIAGO"
1460018900001,"GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SANGAY","","ACTIVO","OTROS","27/10/2000","04/07/2019","","","S","SOCIEDADES",1.0,"","CRUZ BELIN MADERO","S/N","5 DE AGOSTO","ABI","MORONA SANTIAGO","PALORA","SANGAY (CAB. EN NAYAMANACA)","O841107","OTRAS ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL.","CRUZ BELIN MADERO S/N 5 DE AGOSTO, PALORA, MORONA SANTIAGO"
1460007540001,"COMANDO PROVINCIAL POLICIA NACIONAL MORONA SANTIAGO # 17","","ACTIVO","OTROS","02/03/1938","19/09/2019","","","S","SOCIEDADES",1.0,"","AV. 29 DE MAYO","S/N","VICTOR FERNANDO JARAMILLO","ABI","MORONA SANTIAGO","MORONA","MACAS","O842301","ADMINISTRACIÓN Y DIRECCIÓN DE FUERZAS DE POLICÍA, REGULARES Y AUXILIARES QUE DEPENDEN DE LAS AUTORIDADES PÚBLICAS, DE FUERZAS DE VIGILANCIA PORTUARIA, FRONTERIZA Y COSTERA Y DE OTRAS FUERZAS ESPECIALES DE POLICÍA ENTRE CUYAS FUNCIONES SE CUENTAN LA ORDENACIÓN DEL TRÁFICO, EL REGISTRO DE EXTRANJEROS Y EL MANTENIMIENTO DE FICHEROS DE DETENIDOS.","AV. 29 DE MAYO S/N VICTOR FERNANDO JARAMILLO, MORONA, MORONA SANTIAGO"
1460000370001,"GAD MUNICIPAL DE GUALAQUIZA","","ACTIVO","ESPECIAL","16/08/1944","16/05/2019","","","S","SOCIEDADES",1.0,"","24 DE MAYO","8-60","CUENCA","ABI","MORONA SANTIAGO","GUALAQUIZA","GUALAQUIZA","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","24 DE MAYO 8-60 CUENCA, GUALAQUIZA, MORONA SANTIAGO"
1460000370001,"GAD MUNICIPAL DE GUALAQUIZA","","ACTIVO","ESPECIAL","16/08/1944","16/05/2019","","","S","SOCIEDADES",6.0,"","24 DE MAYO","8-60","CUENCA","ABI","MORONA SANTIAGO","GUALAQUIZA","GUALAQUIZA","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","24 DE MAYO 8-60 CUENCA, GUALAQUIZA, MORONA SANTIAGO"
1460000370001,"GAD MUNICIPAL DE GUALAQUIZA","","ACTIVO","ESPECIAL","16/08/1944","16/05/2019","","","S","SOCIEDADES",5.0,"","RIO CENEPA","SN","AV SIXTO DURAN BALLEN","ABI","MORONA SANTIAGO","GUALAQUIZA","GUALAQUIZA","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","RIO CENEPA SN AV SIXTO DURAN BALLEN, GUALAQUIZA, MORONA SANTIAGO"
1460000370001,"GAD MUNICIPAL DE GUALAQUIZA","","ACTIVO","ESPECIAL","16/08/1944","16/05/2019","","","S","SOCIEDADES",4.0,"","SOR CONSUELO IGLESIAS","SN","ELOY ALFARO","ABI","MORONA SANTIAGO","GUALAQUIZA","GUALAQUIZA","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","SOR CONSUELO IGLESIAS SN ELOY ALFARO, GUALAQUIZA, MORONA SANTIAGO"
1460000370001,"GAD MUNICIPAL DE GUALAQUIZA","","ACTIVO","ESPECIAL","16/08/1944","16/05/2019","","","S","SOCIEDADES",3.0,"COLEGIO MUNICIPAL GUALAQUIZA","AV. MILTON PATIÑO","SN","LEON ESPINOZA","ABI","MORONA SANTIAGO","GUALAQUIZA","GUALAQUIZA","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","AV. MILTON PATIÑO SN LEON ESPINOZA, GUALAQUIZA, MORONA SANTIAGO"
1460000370001,"GAD MUNICIPAL DE GUALAQUIZA","","ACTIVO","ESPECIAL","16/08/1944","16/05/2019","","","S","SOCIEDADES",2.0,"","FRANCISCO DE ORELLANA","SN","12 DE FEBRERO","ABI","MORONA SANTIAGO","GUALAQUIZA","GUALAQUIZA","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","FRANCISCO DE ORELLANA SN 12 DE FEBRERO, GUALAQUIZA, MORONA SANTIAGO"
1460000450001,"GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LIMON INDANZA","","ACTIVO","ESPECIAL","11/12/1950","04/07/2019","","","S","SOCIEDADES",2.0,"CEMENTERIO MUNICIPAL","SIN NOMBRE","","","ABI","MORONA SANTIAGO","LIMON - INDANZA","GENERAL LEONIDAS PLAZA GUTIERREZ (LIMON)","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","SIN NOMBRE  , LIMON - INDANZA, MORONA SANTIAGO"
1460000450001,"GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LIMON INDANZA","","ACTIVO","ESPECIAL","11/12/1950","04/07/2019","","","S","SOCIEDADES",1.0,"","10 DE AGOSTO","S/N","AV. DEL EJERCITO","ABI","MORONA SANTIAGO","LIMON - INDANZA","GENERAL LEONIDAS PLAZA GUTIERREZ (LIMON)","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","10 DE AGOSTO S/N AV. DEL EJERCITO, LIMON - INDANZA, MORONA SANTIAGO"
1460015130001,"GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE GENERAL PROAÑO","","ACTIVO","OTROS","27/10/2000","20/05/2019","","","S","SOCIEDADES",1.0,"","VIA A GUAMOTE","S/N","SIN NOMBRE","ABI","MORONA SANTIAGO","MORONA","GENERAL PROAÑO","O841107","OTRAS ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL.","VIA A GUAMOTE S/N SIN NOMBRE, MORONA, MORONA SANTIAGO"
1460016370001,"GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SEVILLA DON BOSCO","","ACTIVO","OTROS","27/10/2000","30/05/2019","","","S","SOCIEDADES",1.0,"","","S/N","","ABI","MORONA SANTIAGO","MORONA","SEVILLA DON BOSCO","O841107","OTRAS ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL."," S/N , MORONA, MORONA SANTIAGO"
1768054040001,"MINISTERIO DEL INTERIOR - DIRECCION NACIONAL DE SALUD DE LA POLICIA NACIONAL","","ACTIVO","ESPECIAL","24/07/1998","03/02/2020","","","S","SOCIEDADES",48.0,"CCENTRO DE SALUD MACAS","VEINTE Y NUEVE DE MAYO","","","ABI","MORONA SANTIAGO","MORONA","MACAS","O841211","ADMINISTRACIÓN PÚBLICA DE PROGRAMAS DESTINADOS A PROMOVER EL BIENESTAR PERSONAL EN SALUD; ADMINISTRACIÓN DE POLÍTICAS DE INVESTIGACIÓN Y DESARROLLO ADOPTADAS EN ESTE ÁMBITO Y DE LOS FONDOS CORRESPONDIENTES.","VEINTE Y NUEVE DE MAYO  , MORONA, MORONA SANTIAGO"
